Minutes Spent,age,device,gender,education,projectID,startedAt,yearOfBirth,educationScore,computerCountry,householdIncome,femaleAs1MaleAs0,householdIncomeScore,householdIncomeEstimate,Run,Program Version,Time Started (UTC),Position,Are you a U.S. citizen and have you already decided to vote for either Joe Biden or Donald Trump for president? (thggqwv),in_GCF_description,in_GCF_risks,Do you consent to participate and agree to these terms? (oo4eyne),agreementScale,America is the best country on earth. (mjzf8w3),I lean conservative on *social* issues (sgmm4bs),Wealthy people are usually wealthy because they worked hard and contributed to society. (h98xuob),There is too much wealth *inequality* in America. (xi8mo6h),Vaccines usually cause more harm than good. (q281jh3),Our country needs free thinkers who have the courage to defy traditional ways. (oin2m4l),"We would be better off if we kicked all the non-citizen immigrants out of our our country, including kicking out those that came here legally. (uox3hud)",There is too much political correctness in this country. (60if1be),My opinion of Donald Trump has gotten worse over the past 4 years. (d1ac29q),"It-s very important that we protect U.S. jobs, and not allow them to disappear to foreign countries. (ailba3w)",We should have a lot of restrictions on the purchase of guns. (jph5o03),There are sometimes good reasons to spank or slap a child. (cp2dqnc),I think that the government should forgive all student debt. (b1r6ndx),Masculinity is mainly a bad thing. (k41q290),Humanity has a significant chance of going extinct in the next 100 years. (iqhz0mc),The fact that animals are commonly kept in tiny cages for most of their lives on factory farms is immoral. (ym9u90o),Corporations should not be trusted. (v40g3rw)
35.93,48,desktop,female,completedMastersDegree,500ce6da,10/4/20 19:19,1972,6,United States,"$40,000 to $59,999",1.0,3,50000,5718882,132,10/4/20 23:20,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,-2,3,-3,3.0,-3.0,-3.0,3.0,1.0,3.0,-3.0,3.0,-2.0,-3.0,3.0,2.0
25.12,31,desktop,male,completedBachelorsDegree,500ce6da,10/4/20 19:19,1989,5,United States,"$60,000 to $84,999",0.0,4,72500,5718934,132,10/4/20 23:32,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,-3,3,-3,2.0,-2.0,0.0,3.0,1.0,3.0,-1.0,3.0,-3.0,-2.0,2.0,3.0
40.77,26,desktop,female,completedBachelorsDegree,500ce6da,10/4/20 19:19,1994,5,United States,"$85,000 to $114,999",1.0,5,100000,5718880,132,10/4/20 23:20,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",1,,2,2,-3,1.0,1.0,2.0,1.0,2.0,2.0,1.0,-3.0,-3.0,-2.0,3.0,0.0
18.68,31,desktop,female,completedMastersDegree,500ce6da,10/4/20 19:20,1989,6,United States,"$60,000 to $84,999",1.0,4,72500,5718897,132,10/4/20 23:21,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-2,,-1,3,-3,2.0,-3.0,-2.0,3.0,1.0,3.0,-2.0,3.0,-2.0,3.0,3.0,2.0
23.17,33,desktop,male,completedBachelorsDegree,500ce6da,10/4/20 19:20,1987,5,United States,"Less than $9,999",0.0,0,4500,5718896,132,10/4/20 23:21,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-2,,-3,3,-3,3.0,-3.0,-3.0,3.0,-1.0,3.0,-3.0,3.0,3.0,2.0,3.0,2.0
23.32,24,desktop,female,completedBachelorsDegree,500ce6da,10/4/20 19:20,1996,5,United States,"$150,000 to $199,999",1.0,7,175000,5718901,132,10/4/20 23:21,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,-2,3,-3,3.0,-3.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,3.0,1.0,2.0
29.82,40,desktop,female,completedBachelorsDegree,500ce6da,10/4/20 19:20,1980,5,United States,"$40,000 to $59,999",1.0,3,50000,5718898,132,10/4/20 23:21,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,2,1,-2,-1.0,2.0,2.0,3.0,2.0,-2.0,2.0,-2.0,-2.0,-2.0,2.0,-1.0
36.8,41,desktop,female,completedTradeTechicalVocationalTraing,500ce6da,10/4/20 19:21,1979,3,United States,"$40,000 to $59,999",1.0,3,50000,5718903,132,10/4/20 23:22,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",1,,1,3,0,2.0,-3.0,1.0,3.0,2.0,3.0,-1.0,3.0,-2.0,0.0,1.0,2.0
8.4,30,desktop,male,completedBachelorsDegree,500ce6da,10/4/20 19:22,1990,5,United States,"$85,000 to $114,999",0.0,5,100000,5718907,132,10/4/20 23:23,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,2,-1,2,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0
33.37,35,desktop,female,completedMastersDegree,500ce6da,10/4/20 19:22,1985,6,United States,"$115,000 to $149,999",1.0,6,132500,5718918,132,10/4/20 23:28,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",1,,-3,3,1,2.0,-3.0,-1.0,3.0,3.0,3.0,2.0,3.0,-1.0,1.0,3.0,1.0
67.28,52,desktop,female,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/4/20 19:22,1968,2,United States,"$25,000 to $39,999",1.0,2,32500,5718904,132,10/4/20 23:22,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,0,3,3,0.0,-3.0,3.0,-3.0,3.0,-1.0,0.0,-2.0,-2.0,1.0,3.0,2.0
122.52,24,desktop,male,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/4/20 19:22,1996,2,United States,"$10,000 to $24,999",0.0,1,17500,5720206,132,10/5/20 11:24,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,0,2,-2,2.0,-2.0,-2.0,1.0,2.0,1.0,-1.0,1.0,0.0,0.0,2.0,1.0
24.5,55,desktop,female,completedBachelorsDegree,500ce6da,10/4/20 19:23,1965,5,United States,"$115,000 to $149,999",1.0,6,132500,5718964,132,10/4/20 23:38,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,2,3,-3,3.0,-3.0,-2.0,3.0,-1.0,3.0,-3.0,2.0,-2.0,0.0,1.0,-3.0
68.47,57,desktop,female,completedAssociateDegreeOnly,500ce6da,10/4/20 19:23,1963,4,United States,"$60,000 to $84,999",1.0,4,72500,5718913,132,10/4/20 23:28,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,3,-1,-3,1.0,-3.0,3.0,-3.0,3.0,3.0,-3.0,1.0,-3.0,0.0,1.0,-3.0
58.6,45,desktop,male,completedTradeTechicalVocationalTraing,500ce6da,10/4/20 19:23,1975,3,United States,"$60,000 to $84,999",0.0,4,72500,5719029,132,10/5/20 0:01,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,0,0,-2,-2.0,1.0,3.0,-3.0,2.0,-2.0,2.0,-1.0,-3.0,1.0,-1.0,0.0
